Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income
LP001824,Male,Yes,1,Graduate,No,2882,1843,123,480,1,Semiurban,Y,4725.00
LP001825,Male,Yes,0,Graduate,No,1809,1868,90,360,1,Urban,Y,3677.00
LP001835,Male,Yes,0,Not Graduate,No,1668,3890,201,360,0,Semiurban,N,5558.00
LP001836,Female,No,2,Graduate,No,3427,0,138,360,1,Urban,N,3427.00
LP001841,Male,No,0,Not Graduate,Yes,2583,2167,104,360,1,Rural,Y,4750.00
LP001843,Male,Yes,1,Not Graduate,No,2661,7101,279,180,1,Semiurban,Y,9762.00
LP001844,Male,No,0,Graduate,Yes,16250,0,192,360,0,Urban,N,16250.00
LP001846,Female,No,3,Graduate,No,3083,0,255,360,1,Rural,Y,3083.00
LP001849,Male,No,0,Not Graduate,No,6045,0,115,360,0,Rural,N,6045.00
LP001854,Male,Yes,3,Graduate,No,5250,0,94,360,1,Urban,N,5250.00
LP001859,Male,Yes,0,Graduate,No,14683,2100,304,360,1,Rural,N,16783.00
LP001864,Male,Yes,3,Not Graduate,No,4931,0,128,360,,Semiurban,N,4931.00
LP001865,Male,Yes,1,Graduate,No,6083,4250,330,360,,Urban,Y,10333.00
LP001868,Male,No,0,Graduate,No,2060,2209,134,360,1,Semiurban,Y,4269.00
LP001870,Female,No,1,Graduate,No,3481,0,155,36,1,Semiurban,N,3481.00
LP001871,Female,No,0,Graduate,No,7200,0,120,360,1,Rural,Y,7200.00
LP001872,Male,No,0,Graduate,Yes,5166,0,128,360,1,Semiurban,Y,5166.00
LP001875,Male,No,0,Graduate,No,4095,3447,151,360,1,Rural,Y,7542.00
LP001877,Male,Yes,2,Graduate,No,4708,1387,150,360,1,Semiurban,Y,6095.00
LP001882,Male,Yes,3,Graduate,No,4333,1811,160,360,0,Urban,Y,6144.00
LP001883,Female,No,0,Graduate,,3418,0,135,360,1,Rural,N,3418.00
LP001884,Female,No,1,Graduate,No,2876,1560,90,360,1,Urban,Y,4436.00
LP001888,Female,No,0,Graduate,No,3237,0,30,360,1,Urban,Y,3237.00
LP001891,Male,Yes,0,Graduate,No,11146,0,136,360,1,Urban,Y,11146.00
LP001892,Male,No,0,Graduate,No,2833,1857,126,360,1,Rural,Y,4690.00
LP001894,Male,Yes,0,Graduate,No,2620,2223,150,360,1,Semiurban,Y,4843.00
LP001896,Male,Yes,2,Graduate,No,3900,0,90,360,1,Semiurban,Y,3900.00
LP001900,Male,Yes,1,Graduate,No,2750,1842,115,360,1,Semiurban,Y,4592.00
LP001903,Male,Yes,0,Graduate,No,3993,3274,207,360,1,Semiurban,Y,7267.00
LP001904,Male,Yes,0,Graduate,No,3103,1300,80,360,1,Urban,Y,4403.00
LP001907,Male,Yes,0,Graduate,No,14583,0,436,360,1,Semiurban,Y,14583.00
LP001908,Female,Yes,0,Not Graduate,No,4100,0,124,360,,Rural,Y,4100.00
LP001910,Male,No,1,Not Graduate,Yes,4053,2426,158,360,0,Urban,N,6479.00
LP001914,Male,Yes,0,Graduate,No,3927,800,112,360,1,Semiurban,Y,4727.00
LP001915,Male,Yes,2,Graduate,No,2301,985.7999878,78,180,1,Urban,Y,3286.80
LP001917,Female,No,0,Graduate,No,1811,1666,54,360,1,Urban,Y,3477.00
LP001922,Male,Yes,0,Graduate,No,20667,0,,360,1,Rural,N,20667.00
LP001924,Male,No,0,Graduate,No,3158,3053,89,360,1,Rural,Y,6211.00
LP001925,Female,No,0,Graduate,Yes,2600,1717,99,300,1,Semiurban,N,4317.00
LP001926,Male,Yes,0,Graduate,No,3704,2000,120,360,1,Rural,Y,5704.00
LP001931,Female,No,0,Graduate,No,4124,0,115,360,1,Semiurban,Y,4124.00
LP001935,Male,No,0,Graduate,No,9508,0,187,360,1,Rural,Y,9508.00
LP001936,Male,Yes,0,Graduate,No,3075,2416,139,360,1,Rural,Y,5491.00
LP001938,Male,Yes,2,Graduate,No,4400,0,127,360,0,Semiurban,N,4400.00
LP001940,Male,Yes,2,Graduate,No,3153,1560,134,360,1,Urban,Y,4713.00
LP001945,Female,No,,Graduate,No,5417,0,143,480,0,Urban,N,5417.00
LP001947,Male,Yes,0,Graduate,No,2383,3334,172,360,1,Semiurban,Y,5717.00
LP001949,Male,Yes,3,Graduate,,4416,1250,110,360,1,Urban,Y,5666.00
LP001953,Male,Yes,1,Graduate,No,6875,0,200,360,1,Semiurban,Y,6875.00
LP001954,Female,Yes,1,Graduate,No,4666,0,135,360,1,Urban,Y,4666.00
LP001955,Female,No,0,Graduate,No,5000,2541,151,480,1,Rural,N,7541.00
LP001963,Male,Yes,1,Graduate,No,2014,2925,113,360,1,Urban,N,4939.00
LP001964,Male,Yes,0,Not Graduate,No,1800,2934,93,360,0,Urban,N,4734.00
LP001972,Male,Yes,,Not Graduate,No,2875,1750,105,360,1,Semiurban,Y,4625.00
LP001974,Female,No,0,Graduate,No,5000,0,132,360,1,Rural,Y,5000.00
LP001977,Male,Yes,1,Graduate,No,1625,1803,96,360,1,Urban,Y,3428.00
LP001978,Male,No,0,Graduate,No,4000,2500,140,360,1,Rural,Y,6500.00
LP001990,Male,No,0,Not Graduate,No,2000,0,,360,1,Urban,N,2000.00
LP001993,Female,No,0,Graduate,No,3762,1666,135,360,1,Rural,Y,5428.00
LP001994,Female,No,0,Graduate,No,2400,1863,104,360,0,Urban,N,4263.00
LP001996,Male,No,0,Graduate,No,20233,0,480,360,1,Rural,N,20233.00
LP001998,Male,Yes,2,Not Graduate,No,7667,0,185,360,,Rural,Y,7667.00
LP002002,Female,No,0,Graduate,No,2917,0,84,360,1,Semiurban,Y,2917.00
LP002004,Male,No,0,Not Graduate,No,2927,2405,111,360,1,Semiurban,Y,5332.00
LP002006,Female,No,0,Graduate,No,2507,0,56,360,1,Rural,Y,2507.00
LP002008,Male,Yes,2,Graduate,Yes,5746,0,144,84,,Rural,Y,5746.00
LP002024,,Yes,0,Graduate,No,2473,1843,159,360,1,Rural,N,4316.00
LP002031,Male,Yes,1,Not Graduate,No,3399,1640,111,180,1,Urban,Y,5039.00
LP002035,Male,Yes,2,Graduate,No,3717,0,120,360,1,Semiurban,Y,3717.00
LP002036,Male,Yes,0,Graduate,No,2058,2134,88,360,,Urban,Y,4192.00
LP002043,Female,No,1,Graduate,No,3541,0,112,360,,Semiurban,Y,3541.00
LP002050,Male,Yes,1,Graduate,Yes,10000,0,155,360,1,Rural,N,10000.00
LP002051,Male,Yes,0,Graduate,No,2400,2167,115,360,1,Semiurban,Y,4567.00
LP002053,Male,Yes,3,Graduate,No,4342,189,124,360,1,Semiurban,Y,4531.00
LP002054,Male,Yes,2,Not Graduate,No,3601,1590,,360,1,Rural,Y,5191.00
LP002055,Female,No,0,Graduate,No,3166,2985,132,360,,Rural,Y,6151.00
LP002065,Male,Yes,3,Graduate,No,15000,0,300,360,1,Rural,Y,15000.00
LP002067,Male,Yes,1,Graduate,Yes,8666,4983,376,360,0,Rural,N,13649.00
LP002068,Male,No,0,Graduate,No,4917,0,130,360,0,Rural,Y,4917.00
LP002082,Male,Yes,0,Graduate,Yes,5818,2160,184,360,1,Semiurban,Y,7978.00
LP002086,Female,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N,6784.00
LP002087,Female,No,0,Graduate,No,2500,0,67,360,1,Urban,Y,2500.00
LP002097,Male,No,1,Graduate,No,4384,1793,117,360,1,Urban,Y,6177.00
LP002098,Male,No,0,Graduate,No,2935,0,98,360,1,Semiurban,Y,2935.00
LP002100,Male,No,,Graduate,No,2833,0,71,360,1,Urban,Y,2833.00
LP002101,Male,Yes,0,Graduate,,63337,0,490,180,1,Urban,Y,63337.00
LP002103,,Yes,1,Graduate,Yes,9833,1833,182,180,1,Urban,Y,11666.00
LP002106,Male,Yes,,Graduate,Yes,5503,4490,70,,1,Semiurban,Y,9993.00
LP002110,Male,Yes,1,Graduate,,5250,688,160,360,1,Rural,Y,5938.00
LP002112,Male,Yes,2,Graduate,Yes,2500,4600,176,360,1,Rural,Y,7100.00
LP002113,Female,No,3,Not Graduate,No,1830,0,,360,0,Urban,N,1830.00
LP002114,Female,No,0,Graduate,No,4160,0,71,360,1,Semiurban,Y,4160.00
LP002115,Male,Yes,3,Not Graduate,No,2647,1587,173,360,1,Rural,N,4234.00
LP002116,Female,No,0,Graduate,No,2378,0,46,360,1,Rural,N,2378.00
LP002119,Male,Yes,1,Not Graduate,No,4554,1229,158,360,1,Urban,Y,5783.00
LP002126,Male,Yes,3,Not Graduate,No,3173,0,74,360,1,Semiurban,Y,3173.00
LP002128,Male,Yes,2,Graduate,,2583,2330,125,360,1,Rural,Y,4913.00
LP002129,Male,Yes,0,Graduate,No,2499,2458,160,360,1,Semiurban,Y,4957.00
LP002130,Male,Yes,,Not Graduate,No,3523,3230,152,360,0,Rural,N,6753.00
LP002131,Male,Yes,2,Not Graduate,No,3083,2168,126,360,1,Urban,Y,5251.00
LP002137,Male,Yes,0,Graduate,No,6333,4583,259,360,,Semiurban,Y,10916.00
LP002138,Male,Yes,0,Graduate,No,2625,6250,187,360,1,Rural,Y,8875.00
LP002139,Male,Yes,0,Graduate,No,9083,0,228,360,1,Semiurban,Y,9083.00
LP002140,Male,No,0,Graduate,No,8750,4167,308,360,1,Rural,N,12917.00
LP002141,Male,Yes,3,Graduate,No,2666,2083,95,360,1,Rural,Y,4749.00
LP002142,Female,Yes,0,Graduate,Yes,5500,0,105,360,0,Rural,N,5500.00
LP002143,Female,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban,Y,2928.00
LP002144,Female,No,,Graduate,No,3813,0,116,180,1,Urban,Y,3813.00
LP002149,Male,Yes,2,Graduate,No,8333,3167,165,360,1,Rural,Y,11500.00
LP002151,Male,Yes,1,Graduate,No,3875,0,67,360,1,Urban,N,3875.00
LP002158,Male,Yes,0,Not Graduate,No,3000,1666,100,480,0,Urban,N,4666.00
LP002160,Male,Yes,3,Graduate,No,5167,3167,200,360,1,Semiurban,Y,8334.00
LP002161,Female,No,1,Graduate,No,4723,0,81,360,1,Semiurban,N,4723.00
LP002170,Male,Yes,2,Graduate,No,5000,3667,236,360,1,Semiurban,Y,8667.00
LP002175,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Urban,Y,7083.00
LP002178,Male,Yes,0,Graduate,No,3013,3033,95,300,,Urban,Y,6046.00
LP002180,Male,No,0,Graduate,Yes,6822,0,141,360,1,Rural,Y,6822.00
LP002181,Male,No,0,Not Graduate,No,6216,0,133,360,1,Rural,N,6216.00
LP002187,Male,No,0,Graduate,No,2500,0,96,480,1,Semiurban,N,2500.00
LP002188,Male,No,0,Graduate,No,5124,0,124,,0,Rural,N,5124.00
LP002190,Male,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban,Y,6325.00
LP002191,Male,Yes,0,Graduate,No,19730,5266,570,360,1,Rural,N,24996.00
LP002194,Female,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban,Y,15759.00
LP002197,Male,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban,Y,5185.00
LP002201,Male,Yes,2,Graduate,Yes,9323,7873,380,300,1,Rural,Y,17196.00
LP002205,Male,No,1,Graduate,No,3062,1987,111,180,0,Urban,N,5049.00
LP002209,Female,No,0,Graduate,,2764,1459,110,360,1,Urban,Y,4223.00
LP002211,Male,Yes,0,Graduate,No,4817,923,120,180,1,Urban,Y,5740.00
LP002219,Male,Yes,3,Graduate,No,8750,4996,130,360,1,Rural,Y,13746.00
LP002223,Male,Yes,0,Graduate,No,4310,0,130,360,,Semiurban,Y,4310.00
LP002224,Male,No,0,Graduate,No,3069,0,71,480,1,Urban,N,3069.00
LP002225,Male,Yes,2,Graduate,No,5391,0,130,360,1,Urban,Y,5391.00
LP002226,Male,Yes,0,Graduate,,3333,2500,128,360,1,Semiurban,Y,5833.00
LP002229,Male,No,0,Graduate,No,5941,4232,296,360,1,Semiurban,Y,10173.00
LP002231,Female,No,0,Graduate,No,6000,0,156,360,1,Urban,Y,6000.00
LP002234,Male,No,0,Graduate,Yes,7167,0,128,360,1,Urban,Y,7167.00
LP002236,Male,Yes,2,Graduate,No,4566,0,100,360,1,Urban,N,4566.00
LP002237,Male,No,1,Graduate,,3667,0,113,180,1,Urban,Y,3667.00
LP002239,Male,No,0,Not Graduate,No,2346,1600,132,360,1,Semiurban,Y,3946.00
LP002243,Male,Yes,0,Not Graduate,No,3010,3136,,360,0,Urban,N,6146.00
LP002244,Male,Yes,0,Graduate,No,2333,2417,136,360,1,Urban,Y,4750.00
LP002250,Male,Yes,0,Graduate,No,5488,0,125,360,1,Rural,Y,5488.00
LP002255,Male,No,3,Graduate,No,9167,0,185,360,1,Rural,Y,9167.00
LP002262,Male,Yes,3,Graduate,No,9504,0,275,360,1,Rural,Y,9504.00
LP002263,Male,Yes,0,Graduate,No,2583,2115,120,360,,Urban,Y,4698.00
LP002265,Male,Yes,2,Not Graduate,No,1993,1625,113,180,1,Semiurban,Y,3618.00
LP002266,Male,Yes,2,Graduate,No,3100,1400,113,360,1,Urban,Y,4500.00
LP002272,Male,Yes,2,Graduate,No,3276,484,135,360,,Semiurban,Y,3760.00
LP002277,Female,No,0,Graduate,No,3180,0,71,360,0,Urban,N,3180.00
LP002281,Male,Yes,0,Graduate,No,3033,1459,95,360,1,Urban,Y,4492.00
LP002284,Male,No,0,Not Graduate,No,3902,1666,109,360,1,Rural,Y,5568.00
LP002287,Female,No,0,Graduate,No,1500,1800,103,360,0,Semiurban,N,3300.00
LP002288,Male,Yes,2,Not Graduate,No,2889,0,45,180,0,Urban,N,2889.00
LP002296,Male,No,0,Not Graduate,No,2755,0,65,300,1,Rural,N,2755.00
LP002297,Male,No,0,Graduate,No,2500,20000,103,360,1,Semiurban,Y,22500.00
LP002300,Female,No,0,Not Graduate,No,1963,0,53,360,1,Semiurban,Y,1963.00
LP002301,Female,No,0,Graduate,Yes,7441,0,194,360,1,Rural,N,7441.00
LP002305,Female,No,0,Graduate,No,4547,0,115,360,1,Semiurban,Y,4547.00
LP002308,Male,Yes,0,Not Graduate,No,2167,2400,115,360,1,Urban,Y,4567.00
LP002314,Female,No,0,Not Graduate,No,2213,0,66,360,1,Rural,Y,2213.00
LP002315,Male,Yes,1,Graduate,No,8300,0,152,300,0,Semiurban,N,8300.00
LP002317,Male,Yes,3,Graduate,No,81000,0,360,360,0,Rural,N,81000.00
LP002318,Female,No,1,Not Graduate,Yes,3867,0,62,360,1,Semiurban,N,3867.00
LP002319,Male,Yes,0,Graduate,,6256,0,160,360,,Urban,Y,6256.00
LP002328,Male,Yes,0,Not Graduate,No,6096,0,218,360,0,Rural,N,6096.00
LP002332,Male,Yes,0,Not Graduate,No,2253,2033,110,360,1,Rural,Y,4286.00
LP002335,Female,Yes,0,Not Graduate,No,2149,3237,178,360,0,Semiurban,N,5386.00
LP002337,Female,No,0,Graduate,No,2995,0,60,360,1,Urban,Y,2995.00
LP002341,Female,No,1,Graduate,No,2600,0,160,360,1,Urban,N,2600.00
LP002342,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,N,21600.00
LP002345,Male,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,Y,3798.00
LP002347,Male,Yes,0,Graduate,No,3246,1417,138,360,1,Semiurban,Y,4663.00
LP002348,Male,Yes,0,Graduate,No,5829,0,138,360,1,Rural,Y,5829.00
LP002357,Female,No,0,Not Graduate,No,2720,0,80,,0,Urban,N,2720.00
LP002361,Male,Yes,0,Graduate,No,1820,1719,100,360,1,Urban,Y,3539.00
LP002362,Male,Yes,1,Graduate,No,7250,1667,110,,0,Urban,N,8917.00
LP002364,Male,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,Y,14880.00
LP002366,Male,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,Y,6966.00
LP002367,Female,No,1,Not Graduate,No,4606,0,81,360,1,Rural,N,4606.00
LP002368,Male,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban,Y,5935.00
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,Y,2936.12
LP002370,Male,No,0,Not Graduate,No,2717,0,60,180,1,Urban,Y,2717.00
LP002377,Female,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban,Y,8624.00
LP002379,Male,No,0,Graduate,No,6500,0,105,360,0,Rural,N,6500.00
LP002386,Male,No,0,Graduate,,12876,0,405,360,1,Semiurban,Y,12876.00
LP002387,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,Y,4765.00
LP002390,Male,No,0,Graduate,No,3750,0,100,360,1,Urban,Y,3750.00
LP002393,Female,,,Graduate,No,10047,0,,240,1,Semiurban,Y,10047.00
LP002398,Male,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,Y,3777.00
LP002401,Male,Yes,0,Graduate,No,2213,1125,,360,1,Urban,Y,3338.00
LP002403,Male,No,0,Graduate,Yes,10416,0,187,360,0,Urban,N,10416.00
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural,Y,7142.00
LP002408,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,Y,8724.00
LP002409,Male,Yes,0,Graduate,No,7901,1833,180,360,1,Rural,Y,9734.00
LP002418,Male,No,3,Not Graduate,No,4707,1993,148,360,1,Semiurban,Y,6700.00
LP002422,Male,No,1,Graduate,No,37719,0,152,360,1,Semiurban,Y,37719.00
LP002424,Male,Yes,0,Graduate,No,7333,8333,175,300,,Rural,Y,15666.00
LP002429,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural,Y,4676.00
LP002434,Male,Yes,2,Not Graduate,No,4652,0,110,360,1,Rural,Y,4652.00
LP002435,Male,Yes,0,Graduate,,3539,1376,55,360,1,Rural,N,4915.00
LP002443,Male,Yes,2,Graduate,No,3340,1710,150,360,0,Rural,N,5050.00
LP002444,Male,No,1,Not Graduate,Yes,2769,1542,190,360,,Semiurban,N,4311.00
LP002446,Male,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rural,N,3564.00
LP002447,Male,Yes,2,Not Graduate,No,1958,1456,60,300,,Urban,Y,3414.00
LP002448,Male,Yes,0,Graduate,No,3948,1733,149,360,0,Rural,N,5681.00
LP002449,Male,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,Y,4949.00
LP002453,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,Y,7085.00
LP002455,Male,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,Y,3859.00
LP002459,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban,Y,4301.00
LP002467,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,N,6277.00
LP002472,Male,No,2,Graduate,No,4354,0,136,360,1,Rural,Y,4354.00
LP002473,Male,Yes,0,Graduate,No,8334,0,160,360,1,Semiurban,N,8334.00
LP002478,,Yes,0,Graduate,Yes,2083,4083,160,360,,Semiurban,Y,6166.00
LP002484,Male,Yes,3,Graduate,No,7740,0,128,180,1,Urban,Y,7740.00
LP002487,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,Y,5203.00
LP002489,Female,No,1,Not Graduate,,5191,0,132,360,1,Semiurban,Y,5191.00
LP002493,Male,No,0,Graduate,No,4166,0,98,360,0,Semiurban,N,4166.00
LP002494,Male,No,0,Graduate,No,6000,0,140,360,1,Rural,Y,6000.00
LP002500,Male,Yes,3,Not Graduate,No,2947,1664,70,180,0,Urban,N,4611.00
LP002501,,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban,Y,16692.00
LP002502,Female,Yes,2,Not Graduate,,210,2917,98,360,1,Semiurban,Y,3127.00
LP002505,Male,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N,6784.00
LP002515,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,Y,5529.00
LP002517,Male,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural,N,4153.00
LP002519,Male,Yes,3,Graduate,No,4691,0,100,360,1,Semiurban,Y,4691.00
LP002522,Female,No,0,Graduate,Yes,2500,0,93,360,,Urban,Y,2500.00
LP002524,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural,Y,10180.00
LP002527,Male,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural,Y,17539.00
LP002529,Male,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban,Y,8450.00
LP002530,,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,N,4745.00
LP002531,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,Y,18917.00
LP002533,Male,Yes,2,Graduate,No,2947,1603,,360,1,Urban,N,4550.00
LP002534,Female,No,0,Not Graduate,No,4350,0,154,360,1,Rural,Y,4350.00
LP002536,Male,Yes,3,Not Graduate,No,3095,0,113,360,1,Rural,Y,3095.00
LP002537,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,Y,5233.00
LP002541,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,Y,10833.00
LP002543,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,Y,8333.00
LP002544,Male,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,Y,4394.00
LP002545,Male,No,2,Graduate,No,3547,0,80,360,0,Rural,N,3547.00
LP002547,Male,Yes,1,Graduate,No,18333,0,500,360,1,Urban,N,18333.00
LP002555,Male,Yes,2,Graduate,Yes,4583,2083,160,360,1,Semiurban,Y,6666.00
LP002556,Male,No,0,Graduate,No,2435,0,75,360,1,Urban,N,2435.00
LP002560,Male,No,0,Not Graduate,No,2699,2785,96,360,,Semiurban,Y,5484.00
LP002562,Male,Yes,1,Not Graduate,No,5333,1131,186,360,,Urban,Y,6464.00
LP002571,Male,No,0,Not Graduate,No,3691,0,110,360,1,Rural,Y,3691.00
LP002582,Female,No,0,Not Graduate,Yes,17263,0,225,360,1,Semiurban,Y,17263.00
LP002585,Male,Yes,0,Graduate,No,3597,2157,119,360,0,Rural,N,5754.00
LP002586,Female,Yes,1,Graduate,No,3326,913,105,84,1,Semiurban,Y,4239.00
LP002587,Male,Yes,0,Not Graduate,No,2600,1700,107,360,1,Rural,Y,4300.00
LP002588,Male,Yes,0,Graduate,No,4625,2857,111,12,,Urban,Y,7482.00
LP002600,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,Y,2895.00
LP002602,Male,No,0,Graduate,No,6283,4416,209,360,0,Rural,N,10699.00
